ID,ENTRYTYPE,author,title,year,doi,url,abstract,booktitle,publisher,keywords,series,location,numpages,articleno,address,isbn
10.1145/3676536.3676811,inproceedings,"Wu, Jindi and Hu, Tianjie and Li, Qun",Detecting Fraudulent Services on Quantum Cloud Platforms via Dynamic Fingerprinting,2025,10.1145/3676536.3676811,https://doi.org/10.1145/3676536.3676811,"Noisy Intermediate-Scale Quantum (NISQ) devices, while accessible via cloud platforms, face challenges due to limited availability and suboptimal quality. These challenges raise the risk of cloud providers offering fraudulent services. This emphasizes the need for users to detect such fraud to protect their investments and ensure computational integrity. This study introduces a novel dynamic fingerprinting method for detecting fraudulent service provision on quantum cloud platforms, specifically targeting machine substitution and profile fabrication attacks. The dynamic fingerprint is constructed using a single probing circuit to capture the unique error characteristics of quantum devices, making this approach practical because of its trivial computational costs. When the user examines the service, the execution results of the probing circuit act as the device-side fingerprint of the quantum device providing the service. The user then generates the user-side fingerprint by estimating the expected execution result, assuming the correct device is in use. We propose an algorithm for users to construct the user-side fingerprint with linear complexity. By comparing the device-side and user-side fingerprints, users can effectively detect fraudulent services. Our experiments on the IBM Quantum platform, involving seven devices with varying capabilities, confirm the method's effectiveness.",Proceedings of the 43rd IEEE/ACM International Conference on Computer-Aided Design,Association for Computing Machinery,"quantum computing, quantum cloud platforms, service integrity",ICCAD '24,"Newark Liberty International Airport Marriott, New York, NY, USA",8,43,"New York, NY, USA",9798400710773
