ID,ENTRYTYPE,author,title,year,doi,url,abstract,journal,booktitle,volume,number,pages,publisher,keywords,series,location,numpages,address,isbn,articleno,month,issue_date,issn
10.1145/3351556.3351568,inproceedings,"Kanan, Stefan and Gusev, Marjan and Zdraveski, Vladimir",A GPU Implementation of FastICA in Audio Applications for Small Number of Components,2019,10.1145/3351556.3351568,https://doi.org/10.1145/3351556.3351568,"Extracting independent components from audio data has plenty of uses in biology, music, communication and media and in many other fields. The FastICA algorithm is a relatively fast and simple algorithm, that assumes the original sources to be nongaussian and works by lowering the gaussianity of the mixed sources. Yet as the number of samples increase so does the time required for its execution. While one solution would be to simply use just a subset of the samples, in this paper we look at the possibility of extending the FastICA algorithm to the GPU. While similar efforts have been pursued in the past, we deal with data of relatively few components, as would be more common when dealing with audio data. We implement a fully GPU FastICA as well as a CPU-GPU hybrid algorithm, both based on the CUDA platform and compare them with the CPU version. Our results indicate that for large samples the CPU-GPU hybrid and the GPU algorithms perform better than their CPU counterpart.",,Proceedings of the 9th Balkan Conference on Informatics,,,,Association for Computing Machinery,"Parallel Programming, Nongaussianity, Negentropy, Independent Component Analysis, CUDA",BCI'19,"Sofia, Bulgaria",4,"New York, NY, USA",9781450371933,31,,,
10.1145/3380930,article,"Anzt, Hartwig and Cojean, Terry and Yen-Chen, Chen and Dongarra, Jack and Flegar, Goran and Nayak, Pratik and Tomov, Stanimire and Tsai, Yuhsiang M. and Wang, Weichung",Load-balancing Sparse Matrix Vector Product Kernels on GPUs,2020,10.1145/3380930,https://doi.org/10.1145/3380930,"Efficient processing of Irregular Matrices on Single Instruction, Multiple Data (SIMD)-type architectures is a persistent challenge. Resolving it requires innovations in the development of data formats, computational techniques, and implementations that strike a balance between thread divergence, which is inherent for Irregular Matrices, and padding, which alleviates the performance-detrimental thread divergence but introduces artificial overheads. To this end, in this article, we address the challenge of designing high performance sparse matrix-vector product (SpMV) kernels designed for Nvidia Graphics Processing Units (GPUs). We present a compressed sparse row (CSR) format suitable for unbalanced matrices. We also provide a load-balancing kernel for the coordinate (COO) matrix format and extend it to a hybrid algorithm that stores part of the matrix in SIMD-friendly Ellpack format (ELL) format. The ratio between the ELL- and the COO-part is determined using a theoretical analysis of the nonzeros-per-row distribution. For the over 2,800 test matrices available in the Suite Sparse matrix collection, we compare the performance against SpMV kernels provided by NVIDIA’s cuSPARSE library and a heavily-tuned sliced ELL (SELL-P) kernel that prevents unnecessary padding by considering the irregular matrices as a combination of matrix blocks stored in ELL format.",ACM Trans. Parallel Comput.,,7,1,,Association for Computing Machinery,"GPUs, Sparse Matrix Vector Product (SpMV), irregular matrices",,,26,"New York, NY, USA",,2,March,March 2020,2329-4949
10.1145/2866571,article,"Ibrahim, Muhammad and Carman, Mark",Comparing Pointwise and Listwise Objective Functions for Random-Forest-Based Learning-to-Rank,2016,10.1145/2866571,https://doi.org/10.1145/2866571,"Current random-forest (RF)-based learning-to-rank (LtR) algorithms use a classification or regression framework to solve the ranking problem in a pointwise manner. The success of this simple yet effective approach coupled with the inherent parallelizability of the learning algorithm makes it a strong candidate for widespread adoption. In this article, we aim to better understand the effectiveness of RF-based rank-learning algorithms with a focus on the comparison between pointwise and listwise approaches.We introduce what we believe to be the first listwise version of an RF-based LtR algorithm. The algorithm directly optimizes an information retrieval metric of choice (in our case, NDCG) in a greedy manner. Direct optimization of the listwise objective functions is computationally prohibitive for most learning algorithms, but possible in RF since each tree maximizes the objective in a coordinate-wise fashion. Computational complexity of the listwise approach is higher than the pointwise counterpart; hence for larger datasets, we design a hybrid algorithm that combines a listwise objective in the early stages of tree construction and a pointwise objective in the latter stages. We also study the effect of the discount function of NDCG on the listwise algorithm.Experimental results on several publicly available LtR datasets reveal that the listwise/hybrid algorithm outperforms the pointwise approach on the majority (but not all) of the datasets. We then investigate several aspects of the two algorithms to better understand the inevitable performance tradeoffs. The aspects include examining an RF-based unsupervised LtR algorithm and comparing individual tree strength. Finally, we compare the the investigated RF-based algorithms with several other LtR algorithms.",ACM Trans. Inf. Syst.,,34,4,,Association for Computing Machinery,"splitting criterion, random forest, objective function, evaluation metrics, computational complexity, Learning-to-rank",,,38,"New York, NY, USA",,20,August,September 2016,1046-8188
10.1145/1830761.1830785,inproceedings,"LaTorre, Antonio and Muelas, Santiago and Pe\~{n}a, Jos\'{e} Mar\'{\i}a",Benchmarking a MOS-based algorithm on the BBOB-2010 noiseless function testbed,2010,10.1145/1830761.1830785,https://doi.org/10.1145/1830761.1830785,"In this contribution, a hybrid algorithm combining Differential Evolution and IPOP-CMA-ES is presented and benchmarked on the BBOB 2010 noiseless testbed. The hybrid algorithm has been constructed within the Multiple Offspring Sampling framework, which allows the seamless combination of multiple metaheuristics in a dynamic algorithm capable of adjusting the participation of each of the composing algorithms according to their current performance. The experimental results show a robust behavior of the algorithm and a good scalability as the dimensionality increases.",,Proceedings of the 12th Annual Conference Companion on Genetic and Evolutionary Computation,,,1649–1656,Association for Computing Machinery,"multiple offspring sampling, differential evolution, continuous optimization, black-box optimization, benchmarking of algorithms, IPOP-CMA-ES",GECCO '10,"Portland, Oregon, USA",8,"New York, NY, USA",9781450300735,,,,
10.1145/2987538.2987539,inproceedings,"De Pessemier, Toon and Vanhecke, Kris and Martens, Luc","A scalable, high-performance Algorithm for hybrid job recommendations",2016,10.1145/2987538.2987539,https://doi.org/10.1145/2987538.2987539,"Recommender systems can be used as a tool to assist people in finding a job. However, this specific domain requires expert algorithms with domain knowledge to recommend jobs conformable to people's expertise and interests. This is the topic of the Recsys Challenge 2016, which aims for an algorithm that predicts the job postings that a user will positively interact with. Our solution is a hybrid algorithm combining a content-based and KNN approach. The content-based algorithm matches features of candidate recommendations and job postings of historical interactions. The KNN approach searches for the job postings that are the most similar to the postings the user interacted with in the past. The resulting combination is a lightweight algorithm that is fast and scalable, generating recommendations with a proper evaluation score.",,Proceedings of the Recommender Systems Challenge,,,,Association for Computing Machinery,"scalable, light-weight, high-performance, content-based, KNN",RecSys Challenge '16,"Boston, Massachusetts, USA",4,"New York, NY, USA",9781450348010,5,,,
10.1145/1830761.1830795,inproceedings,"LaTorre, Antonio and Muelas, Santiago and Pe\~{n}a, Jos\'{e} Mar\'{\i}a",Benchmarking a MOS-based algorithm on the BBOB-2010 noisy function testbed,2010,10.1145/1830761.1830795,https://doi.org/10.1145/1830761.1830795,"In this paper, a hybrid algorithm based on the Multiple Offspring Sampling framework is presented and benchmarked on the BBOB-2010 noisy testbed. MOS allows the seamless combination of multiple metaheuristics in a hybrid algorithm capable of dynamically adjusting the participation of each of the composing algorithms. The experimental results show a good performance on functions with moderate noise. However, on functions with severe noise the results deteriorate, which suggests that further research should be conducted to find more adequate control mechanisms for these types of functions.",,Proceedings of the 12th Annual Conference Companion on Genetic and Evolutionary Computation,,,1725–1730,Association for Computing Machinery,"multiple offspring sampling, differential evolution, continuous optimization, black-box optimization, benchmarking of algorithms, IPOP-CMA-ES",GECCO '10,"Portland, Oregon, USA",6,"New York, NY, USA",9781450300735,,,,
10.1145/2830570,article,"Ahsan, Muhammad and Meter, Rodney Van and Kim, Jungsang",Designing a Million-Qubit Quantum Computer Using a Resource Performance Simulator,2016,10.1145/2830570,https://doi.org/10.1145/2830570,"The optimal design of a fault-tolerant quantum computer involves finding an appropriate balance between the burden of large-scale integration of noisy components and the load of improving the reliability of hardware technology. This balance can be evaluated by quantitatively modeling the execution of quantum logic operations on a realistic quantum hardware containing limited computational resources. In this work, we report a complete performance simulation software tool capable of (1) searching the hardware design space by varying resource architecture and technology parameters, (2) synthesizing and scheduling a fault-tolerant quantum algorithm within the hardware constraints, (3) quantifying the performance metrics such as the execution time and the failure probability of the algorithm, and (4) analyzing the breakdown of these metrics to highlight the performance bottlenecks and visualizing resource utilization to evaluate the adequacy of the chosen design. Using this tool, we investigate a vast design space for implementing key building blocks of Shor’s algorithm to factor a 1,024-bit number with a baseline budget of 1.5 million qubits. We show that a trapped-ion quantum computer designed with twice as many qubits and one-tenth of the baseline infidelity of the communication channel can factor a 2,048-bit integer in less than 5 months.",J. Emerg. Technol. Comput. Syst.,,12,4,,Association for Computing Machinery,"resource performance tradeoffs, performance simulation tool, hardware constraints, architecture scalability, Quantum architecture",,,25,"New York, NY, USA",,39,December,July 2016,1550-4832
10.1145/2908812.2908921,inproceedings,"Chebbi, Olfa and Fatnassi, Ezzeddine and Chaouachi, Jouhaina and Nouri, Nouha",Cellular Genetic Algorithm for Solving a Routing On-Demand Transit Problem,2016,10.1145/2908812.2908921,https://doi.org/10.1145/2908812.2908921,"To provide sustainable and efficient urban logistics and transportation services, urban mobility tools are facing challenges on reducing carbon emission, waiting time for passengers and transit time. The emergence of many new intelligent and electric transportation system offers many new possible solutions to achieve urban sustainability. This paper proposes to treat the Personal Rapid Transit System (PRT) as an efficient sustainable transportation tool for urban areas. This paper proposes to deal with static problem of routing PRT' vehicles to minimize total energy consumption while considering the battery capacity of vehicles. For that purpose, we describe a multiple crossover Cellular Genetic Algorithm combined with a local search. Numerical experiments on 1320 instances show that our hybrid algorithm is efficient in which the average percent deviations relative to the lower bound over 1320 instances is about 1.632%, and the average running time is about 26.3 seconds.",,Proceedings of the Genetic and Evolutionary Computation Conference 2016,,,301–308,Association for Computing Machinery,"vehicle routing problem, personal rapid transit, evolutionary computation, cellular genetic algorithm",GECCO '16,"Denver, Colorado, USA",8,"New York, NY, USA",9781450342063,,,,
10.1145/2213836.2213894,inproceedings,"Xu, Zhiqiang and Ke, Yiping and Wang, Yi and Cheng, Hong and Cheng, James",A model-based approach to attributed graph clustering,2012,10.1145/2213836.2213894,https://doi.org/10.1145/2213836.2213894,"Graph clustering, also known as community detection, is a long-standing problem in data mining. However, with the proliferation of rich attribute information available for objects in real-world graphs, how to leverage structural and attribute information for clustering attributed graphs becomes a new challenge. Most existing works take a distance-based approach. They proposed various distance measures to combine structural and attribute information. In this paper, we consider an alternative view and propose a model-based approach to attributed graph clustering. We develop a Bayesian probabilistic model for attributed graphs. The model provides a principled and natural framework for capturing both structural and attribute aspects of a graph, while avoiding the artificial design of a distance measure. Clustering with the proposed model can be transformed into a probabilistic inference problem, for which we devise an efficient variational algorithm. Experimental results on large real-world datasets demonstrate that our method significantly outperforms the state-of-art distance-based attributed graph clustering method.",,Proceedings of the 2012 ACM SIGMOD International Conference on Management of Data,,,505–516,Association for Computing Machinery,"model-based clustering, bayesian method, attributed graph clustering",SIGMOD '12,"Scottsdale, Arizona, USA",12,"New York, NY, USA",9781450312479,,,,
2492708.2492917,inproceedings,"Dousti, Mohammad Javad and Pedram, Massoud",Minimizing the latency of quantum circuits during mapping to the ion-trap circuit fabric,2012,,,"Quantum computers are exponentially faster than their classical counterparts in terms of solving some specific, but important problems. The biggest challenge in realizing a quantum computing system is the environmental noise. One way to decrease the effect of noise (and hence, reduce the overhead of building fault tolerant quantum circuits) is to reduce the latency of the quantum circuit that runs on a quantum circuit. In this paper, a novel algorithm is presented for scheduling, placement, and routing of a quantum algorithm, which is to be realized on a target quantum circuit fabric technology. This algorithm, and the accompanying software tool, advances state-of-the-art in quantum CAD methodologies and methods while considering key characteristics and constraints of the ion-trap quantum circuit fabric. Experimental results show that the presented tool improves results of the previous tool by about 41%.",,"Proceedings of the Conference on Design, Automation and Test in Europe",,,840–843,EDA Consortium,"scheduling, routing, quantum computing, placement, ion-trap technology, CAD tool",DATE '12,"Dresden, Germany",4,"San Jose, CA, USA",9783981080186,,,,
10.1145/2991561.2991562,inproceedings,"Wanigasekara, Nirandika and Schmalfuss, Jenny and Carlson, Darren and Rosenblum, David S.",A Bandit Approach for Intelligent IoT Service Composition across Heterogeneous Smart Spaces,2016,10.1145/2991561.2991562,https://doi.org/10.1145/2991561.2991562,"The number of connected devices and services available across the Internet of Things (IoT) is rapidly expanding. In this paper, we present a novel mechanism that improves the ability of mobile clients to dynamically discover potentially unknown IoT services across the IoT's increasingly fragmented protocol landscape. Our approach leverages the detected usage patterns of crowds of mobile users interacting with various IoT services in-situ. We model these usage patterns as a contextual bandit problem that incorporates arbitrarily complex contextual cues, such as device settings, users, environment, activities, etc. We present a modified LinUCB-hybrid algorithm that regulates the exploitation of known services based on contextual cues and makes use of exploration at appropriate times to discover contextually relevant IoT services for mobile users who may not have sufficient prior knowledge. These recommended services can then be used by other middleware platforms, plug-ins or apps to compose new services. We present the overall approach, an operational prototype system and a validation of the system, obtained using two experimental scenarios, which demonstrates promising initial results.",,Proceedings of the 6th International Conference on the Internet of Things,,,121–129,Association for Computing Machinery,"Contextual Bandits, Internet of Things, Resource Discovery",IoT '16,"Stuttgart, Germany",9,"New York, NY, USA",9781450348140,,,,
10.1145/1250790.1250868,inproceedings,"Moore, Cristopher and Russell, Alexander and Sniady, Piotr",On the impossibility of a quantum sieve algorithm for graph isomorphism,2007,10.1145/1250790.1250868,https://doi.org/10.1145/1250790.1250868,"It is known that any quantum algorithm for Graph Isomorphism thatworks within the framework of the hidden subgroup problem (HSP) must performhighly entangled measurements across Ω(n log n) coset states. One ofthe only known models for how such a measurement could be carried outefficiently is Kuperberg's algorithm for the HSP in the dihedral group, in whichquantum states are adaptively combined and measured according to thedecomposition of tensor products into irreducible representations. This ""quantum sieve"" starts with coset states, and works its way down towardsrepresentations whose probabilities differ depending on, for example, whetherthe hidden subgroup is trivial or nontrivial.In this paper we show that no such approach can produce a polynomial-time quantum algorithm for Graph Isomorphism. Specifically, we consider the natural reduction of Graph Isomorphism to the HSP over the the wreath product Sn ࣀ Z2. Using a recently proved bound on the irreducible characters of Sn, we show that no algorithm in this family can solve Graph Isomorphism in less than eΩ(√n) time, no matter what adaptive rule it uses to select and combine quantum states. In particular, algorithms of this type can offer essentially no improvement over the best known classical algorithms, which run in time eO(√(n log n)).",,Proceedings of the Thirty-Ninth Annual ACM Symposium on Theory of Computing,,,536–545,Association for Computing Machinery,"quantum computation, graph isomorphism problem",STOC '07,"San Diego, California, USA",10,"New York, NY, USA",9781595936318,,,,
3375069.3375096,inproceedings,"Atrey, Ankita and Moens, Hendrik and Van Seghbroeck, Gregory and Volckaert, Bruno and De Turck, Filip",BRAHMA: An Intelligent Framework for Automated Scaling of Streaming and Deadline-critical Workflows,2016,,,"The prevalent use of multi-component, multi-tenant models for building novel Software-as-a-Service (SaaS) applications has resulted in wide-spread research in finding solutions for automatic scaling of the resultant complex application workflows. In this paper, we propose a holistic solution to the workflow scaling problem by addressing the problem of Automatic Workflow Scaling under the combined presence of Streaming and Deadline-critical workflows, called AWS-SD. To effectively solve the AWS-SD problem, we propose an intelligent framework BRAHMA, that first learns the workflow behavior to build a knowledge-base and then leverages the learned information to perform informed and intelligent automated scaling decisions. We propose and evaluate different resource provisioning algorithms through CloudSim, that leverage BRAHMA for automatic and runtime scaling of such workflows. Our results on time-varying workloads show that the proposed algorithms are effective and produce good cost-quality trade-offs while preventing deadline violations. Empirically, the proposed hybrid algorithm - combining learning and monitoring, is able to restrict deadline violations to a small fraction (3-5%), while only suffering a marginal increase in average cost per component of 1-2% over our baseline naive algorithm, which provides the least costly provisioning but suffers from a large number (35-45%) of deadline violations.",,Proceedings of the 12th Conference on International Conference on Network and Service Management,,,216–222,International Federation for Information Processing,"Streaming Workflows, Deadline-Critical Workflows, Deadline and SLA provisioning, Cloud simulation, Cloud resource provisioning",CNSM 2016,"Montreal, Quebec, Canada",7,"Laxenburg, AUT",9783901882852,,,,
10.1145/1390156.1390276,inproceedings,"Shringarpure, Suyash and Xing, Eric P.",mStruct: a new admixture model for inference of population structure in light of both genetic admixing and allele mutations,2008,10.1145/1390156.1390276,https://doi.org/10.1145/1390156.1390276,"Traditional methods for analyzing population structure, such as the Structure program, ignore the influence of mutational effects. We propose mStruct, an admixture of population-specific mixtures of inheritance models, that addresses the task of structure inference and mutation estimation jointly through a hierarchical Bayesian framework, and a variational algorithm for inference. We validated our method on synthetic data, and used it to analyze the HGDP-CEPH cell line panel of microsatellites used in (Rosenberg et al., 2002) and the HGDP SNP data used in (Conrad et al., 2006). A comparison of the structural maps of world populations estimated by mStruct and Structure is presented, and we also report potentially interesting mutation patterns in world populations estimated by mStruct, which is not possible by Structure.",,Proceedings of the 25th International Conference on Machine Learning,,,952–959,Association for Computing Machinery,,ICML '08,"Helsinki, Finland",8,"New York, NY, USA",9781605582054,,,,
10.1145/3301551.3301574,inproceedings,"Fabregas, Aleta C. and Cruz, Debrelie and Marmeto, Mark Daniel",SUGPO: A White Spot Disease Detection in Shrimps Using Hybrid Neural Networks with Fuzzy Logic Algorithm,2018,10.1145/3301551.3301574,https://doi.org/10.1145/3301551.3301574,"Shrimp is a high-value commodity and one of the major aquaculture species not only in the Philippines but in the world. White Spot Syndrome Virus (WSSV) is a virus that has been infecting shrimp farms and affecting the shrimp productions across the globe. Manual disease inspection among the shrimps is a time consuming process in the management of shrimp farms. Thus, the researchers conducted this study in able to provide a fast disease inspection tool in order to early detect the infection before the disease results to an outbreak. The researchers developed a system that detects the white spot disease among the shrimps. Image processing techniques was utilized in the system as well as Artificial Intelligence algorithms such as Artificial Neural Network (ANN) and Fuzzy Logic. ANN has the ability to learn and classify an input base on its learnings, whereas Fuzzy Logic is known for dealing with uncertainties.The main objective of this study is to determine the accuracy and reliability rate of the tool in detecting the WSSV using the hybrid algorithm of ANN and Fuzzy Logic considering the color of the spot, location of the white spots and the discoloration in the body of the shrimp. For the testing of the system, 50 samples of shrimps were used. The system assessed each samples by analyzing the images of the shrimps. In evaluating a set of Shrimp samples, the system's diagnosis and the expert's diagnosis were compared and analyzed. The researchers used the confusion matrix and the accuracy rate formula for the computation of the accuracy rate and the Test-Retest Reliability equation for the computation of the reliability rate. The result of the tool produced a system performance with 90% accuracy rate and a reliability rate of 0.8 which is equivalent to Good Reliability. Thus, the result of this study shows that ANN and Fuzzy Logic are effective algorithms to utilize in automated disease diagnostics like the white spot disease detection.",,Proceedings of the 6th International Conference on Information Technology: IoT and Smart City,,,199–203,Association for Computing Machinery,"white spot syndrome virus, white spot syndrome, image processing, fuzzy logic algorithm, Hybrid neural networks",ICIT '18,"Hong Kong, Hong Kong",5,"New York, NY, USA",9781450366298,,,,
10.1145/2940716.2940763,inproceedings,"Bateni, Mohammad Hossein and Chen, Yiwei and Ciocan, Dragos Florin and Mirrokni, Vahab",Fair Resource Allocation in A Volatile Marketplace,2016,10.1145/2940716.2940763,https://doi.org/10.1145/2940716.2940763,"We consider the setting where a seller must allocate a collection of goods to budgeted buyers, as exemplified by online advertising systems where platforms decide which impressions to serve to various advertisers. Such resource allocation problems are challenging for two reasons: (a) the seller must strike a balance between optimizing her own revenues and guaranteeing fairness to her (repeat) buyers and (b) the problem is inherently dynamic due to the uncertain, time-varying supply of goods available with the seller.We propose a stochastic approximation scheme akin to a dynamic market equilibrium. Our scheme relies on frequent re-solves of an Eisenberg-Gale convex program, and does not require the seller to have any knowledge about how goods arrival processes evolve over time. The scheme fully extracts buyer budgets (thus maximizing seller revenues), while at the same time provides a 0.47 approximation of the proportionally fair allocation of goods achievable in the offline case, as long as the supply of goods comes from a wide family of (possibly non-stationary) Gaussian processes.We then extend our results to a more general family of metrics called alpha-fairness. Finally, we deal with a multi-objective problem where the seller is concerned with both the proportional fairness and efficiency of the allocation, and propose a hybrid algorithm which achieves a 0.27 bi-criteria guarantee against fairness and efficiency.",,Proceedings of the 2016 ACM Conference on Economics and Computation,,,819,Association for Computing Machinery,"online advertising, network revenue management, matching problems, fairness, dynamic resource allocation",EC '16,"Maastricht, The Netherlands",1,"New York, NY, USA",9781450339360,,,,
10.1145/2903150.2903480,inproceedings,"Xu, Jingheng and Fu, Haohuan and Gan, Lin and Yang, Chao and Xue, Wei and Yang, Guangwen",Accelerating the 3D euler atmospheric solver through heterogeneous CPU-GPU platforms,2016,10.1145/2903150.2903480,https://doi.org/10.1145/2903150.2903480,"In climate change studies, the atmospheric model is an essential component for building a high-resolution climate simulation system. While the accuracy of atmospheric simulations has long been limited by the computational capabilities of CPU platforms, the heterogeneous platforms equipped with accelerators are becoming promising candidates for achieving high simulating performance. However, due to the complex algorithms and the heavy communications, atmospheric developers have to face to the tough challenges from both the algorithmic and architectural aspects. In this paper, we propose a hybrid algorithm to accelerate the solver of Euler atmospheric equations, which are the most essential equation sets to simulate the mesoscale atmospheric dynamics. Based on the heterogeneous CPU-GPU platform, we develop a 3-dimensional domain decomposition mechanism, which can achieve more efficient utilization of the computing resources. Furthermore, an extensive set of optimization techniques is applied to boost the performance of the solver on both the host and accelerator side. Compared with the performance of fully-optimized two 6-core CPU version, the optimized Euler solver can achieve a speedup of 6.64x when running on a hybrid node with two 6-core Intel Xeon E5645 CPUs and one Tesla K20c GPU. In addition, a nearly linear weak scaling result is achieved on a cluster with 12 CPU-GPU nodes. The experimental results demonstrate promising possibility to apply heterogeneous architecture in the study of the atmospheric simulation.",,Proceedings of the ACM International Conference on Computing Frontiers,,,353–356,Association for Computing Machinery,"high performance computing, heterogeneous platforms, euler equations, atmospheric modeling, GPU",CF '16,"Como, Italy",4,"New York, NY, USA",9781450341288,,,,
10.1145/2905055.2905090,inproceedings,"Kumar, Naveen and Kumar, Jaya and Salunkhe, Rishikesh B. and Kadam, Aniket D.",A Scalable Record Retrieval Methodology Using Relational Keyword Search System,2016,10.1145/2905055.2905090,https://doi.org/10.1145/2905055.2905090,"Information on web is growing exponential in powers of terabytes and out casting technology to absorb. Decades back lack of availability of information was issue but today filtering irrelevant data is challenge.Keyword words having higher weight describe a document or record is summarized way. Keywords are mostly preferred search technique as they eliminate use of specialized queries. Almost every day 1 billion search are made on Google which presents effectiveness of keyword search and success of search engine like Google Bing. Web portals contain hidden data in databanks of websites which aforesaid home of data containing all forms of info. This large data cannot be indexed and need sophisticated techniques to search in them. Extending this keyword search to Relational database would eliminate use of specialized language like sql and database records would search easily and at hands even by layman.Database system function on core of precise and accurate query and retrieve non redundant data. Whereas IR system function on core of retrieving and searching a view of information faster which might contain redundant information. Rank and user experience are focus of IR system and retrieve in general cluster of documents associated to same query i.e keyword weight are highest in document, whereas Database system relate to retrieveal of records related to particular user or entity.Although a merge of keyword from IR system to Relational Database System is required as large information is deposited on web and even the relational database created on this are huge and larger than static web size which definitely needs integration of keyword and ranking Function to eliminate use of integrated query which are hard to lean and master by every individual. This Paper presents Framework which evaluates Existing keyword search on Relational Database System and Evaluation parameters used. Proposed System presents Two Prototype System and Comparative analysis with their evaluation parameters. System presents concluding work on hybrid algorithm development for extending better keyword search on Relational Database Systems.",,Proceedings of the Second International Conference on Information and Communication Technology for Competitive Strategies,,,,Association for Computing Machinery,"Scalable Framework, Relational database, RDBMS, Keyword search System",ICTCS '16,"Udaipur, India",6,"New York, NY, USA",9781450339629,32,,,
10.1145/2983629,article,"Majmudar, Charvi A. and Morshed, Bashir I.",Autonomous OA Removal in Real-Time from Single Channel EEG Data on a Wearable Device Using a Hybrid Algebraic-Wavelet Algorithm,2016,10.1145/2983629,https://doi.org/10.1145/2983629,"Electroencephalography (EEG) is a non-invasive technique to record brain activities in natural settings. Ocular Artifacts (OA) usually contaminates EEG signals, removal of which is critical for accurate feature extraction and classification. With the increasing adoption of wearable technologies, single-channel real-time EEG systems that often require real-time signal processing for immediate real-time feedback are becoming more prevalent. However, traditional OA removal algorithms usually require multiple channels of EEG data, are computationally expensive, and do not perform well in real-time. In this article, a new hybrid algorithm is proposed that autonomously detects OA and subsequently removes OA from a single-channel steaming EEG data in real-time. The proposed single EEG channel algorithm also does not require additional reference electrooculography (EOG) channel. The algorithm has also been implemented on an embedded hardware platform of single channel wearable EEG system (NeuroMonitor). The algorithm first detects the OA zones using an Algebraic approach and then removes these artifacts from the detected OA zones using the Discrete Wavelet Transform (DWT) decomposition method. The de-noising technique is applied only to the OA zone, which minimizes loss of neural information outside the OA zone. A qualitative and quantitative performance evaluation was carried out with a 0.5s epoch in overlapping sliding window technique using time-frequency analysis, mean square coherence, and correlation coefficient statistics. The hybrid OA removal algorithm demonstrated real-time operation with 3s latency on the PSoC-3-microcontroller-based EEG system. Successful implementation of OA removal from single-channel real-time EEG data using the proposed algorithm shows promise for real-time feedback applications of wearable EEG devices.",ACM Trans. Embed. Comput. Syst.,,16,1,,Association for Computing Machinery,"wearable, real-time algorithm, EEG signal processing, Artifact removal",,,16,"New York, NY, USA",,20,October,February 2017,1539-9087
10.1145/1374376.1374394,inproceedings,"Reichardt, Ben W. and Spalek, Robert",Span-program-based quantum algorithm for evaluating formulas,2008,10.1145/1374376.1374394,https://doi.org/10.1145/1374376.1374394,"We give a quantum algorithm for evaluating formulas over an extended gate set, including all two- and three-bit binary gates (e.g., NAND, 3-majority). The algorithm is optimal on read-once formulas for which each gate's inputs are balanced in a certain sense.The main new tool is a correspondence between a classical linear-algebraic model of computation, ""span programs,"" and weighted bipartite graphs. A span program's evaluation corresponds to an eigenvalue-zero eigenvector of the associated graph. A quantum computer can therefore evaluate the span program by applying spectral estimation to the graph.For example, the classical complexity of evaluating the balanced ternary majority formula is unknown, and the natural generalization of randomized alpha-beta pruning is known to be suboptimal. In contrast, our algorithm generalizes the optimal quantum AND-OR formula evaluation algorithm and is optimal for evaluating the balanced ternary majority formula.",,Proceedings of the Fortieth Annual ACM Symposium on Theory of Computing,,,103–112,Association for Computing Machinery,"spectral analysis, span programs, quantum walks, quantum phase estimation, quantum computing, quantum algorithms, quantum adversary bound, gadget graphs, formula evaluation, balanced ternary majority formula",STOC '08,"Victoria, British Columbia, Canada",10,"New York, NY, USA",9781605580470,,,,
10.1145/2245276.2231970,inproceedings,"Zibran, Minhaz F. and Roy, Chanchal K.",IDE-based real-time focused search for near-miss clones,2012,10.1145/2245276.2231970,https://doi.org/10.1145/2245276.2231970,"Code clone is a well-known code smell that needs to be detected and managed during the software development process. However, the existing clone detectors have one or more of the three shortcomings: (a) limitation in detecting Type-3 clones, (b) they come as stand-alone tools separate from IDE and thus cannot support clone-aware development, (c) they overwhelm the developer with all clones from the entire code-base, instead of a focused search for clones of a selected code segment of the developer's interest.This paper presents our IDE-integrated clone search tool, that addresses all the above issues. For clone detection, we adapt a suffix-tree-based hybrid algorithm. Through an asymptotic analysis, we show that our approach for clone detection is both time and memory efficient. Moreover, using three separate empirical studies, we demonstrate that our tool is flexibly usable for searching exact (Type-1) and near-miss (Type-2 and Type-3) clones with high precision and recall.",,Proceedings of the 27th Annual ACM Symposium on Applied Computing,,,1235–1242,Association for Computing Machinery,"reengineering, maintenance, clone search, clone detection",SAC '12,"Trento, Italy",8,"New York, NY, USA",9781450308571,,,,
10.1145/1722024.1722048,inproceedings,"Shashidhara, H. S. and Joseph, Prince and Srinivasa, K. G.",Improving motif refinement using hybrid expectation maximization and random projection,2010,10.1145/1722024.1722048,https://doi.org/10.1145/1722024.1722048,"The main goal of the motif finding problem is to detect novel, over-represented unknown signals in a set of sequences. Popular algorithms like Expectation Maximization (EM) and Gibbs sampling are sensitive to the initial guesses and are known to converge to the nearest local maximum very quickly. A novel optimization framework searches the neighborhood regions of the initial alignments in a systematic manner to explore the multiple local optimal solutions. This effective search is achieved by transforming the original optimization problem into its corresponding dynamical system and estimating the practical stability boundary of the local maximum. The work aims at implementing the hybrid algorithm and enhancing it by trying different global methods and other techniques. Then aggregation methods rather than projection methods are tried.",,Proceedings of the International Symposium on Biocomputing,,,,Association for Computing Machinery,"refinement, random projection, motif finding, expectation maximization",ISB '10,"Calicut, Kerala, India",7,"New York, NY, USA",9781605587226,20,,,
