ID,ENTRYTYPE,author,title,year,doi,url,abstract,journal,booktitle,volume,number,pages,publisher,keywords,series,location,numpages,address,isbn,articleno,month,issue_date,issn
10.1145/3789692.3789825,inbook,"Absalamova, Diyora and Muminov, Bahodir and Absalamova, Gozal",Developing A Semantic Search-Based Chatbot For Legal Queries In Uzbek Language Using Big Data Resources,2026,,https://doi.org/10.1145/3789692.3789825,"Abstract: In this paper, we suggest a unique model aimed at responding to the law-related inquiries in the Uzbek language and using semantic search methods on a large data warehouse of legal documents. The model faces the issues of low-resource languages such as Uzbek where natural language processing (NLP) systems are scarce by enabling the use of multilingual embeddings, retrieval-augmented generation (RAG), and an original hybrid algorithm named Uzbek-Specific Hybrid Semantic Retrieval Algorithm (USHRA). The Lex.uz database, the national portal of legal information of the Uzbekistan, is the main big data source where we find the law and the decrees, as well as court decisions. The chatbot prototype is found to have an accuracy of 85 percent in answering user questions on a test of 200 criminal queries. This article serves to add to available AI-based legal services in Central Asia, where the semantic understanding is better than the traditional keywords search. The model illustrates the tendency of increased legal technologies use in the new markets according to the Uzbekistan digital economy strategy and country roadmap of AI implementation. Added features in future versions might be real time updates and multilingual features.",,Proceedings of the 9th International Conference on Future Networks and Distributed Systems,,,1036–1042,Association for Computing Machinery,,,,7,"New York, NY, USA",9798400720918,,,,
10.1145/3576915.3623108,inproceedings,"Guan, Ji and Fang, Wang and Huang, Mingyu and Ying, Mingsheng",Detecting Violations of Differential Privacy for Quantum Algorithms,2023,10.1145/3576915.3623108,https://doi.org/10.1145/3576915.3623108,"Quantum algorithms for solving a wide range of practical problems have been proposed in the last ten years, such as data search and analysis, product recommendation, and credit scoring. The concern about privacy and other ethical issues in quantum computing naturally rises up. In this paper, we define a formal framework for detecting violations of differential privacy for quantum algorithms. A detection algorithm is developed to verify whether a (noisy) quantum algorithm is differentially private and automatically generates bugging information when the violation of differential privacy is reported. The information consists of a pair of quantum states that violate the privacy, to illustrate the cause of the violation. Our algorithm is equipped with Tensor Networks, a highly efficient data structure, and executed both on TensorFlow Quantum and TorchQuantum which are the quantum extensions of famous machine learning platforms - TensorFlow and PyTorch, respectively. The effectiveness and efficiency of our algorithm are confirmed by the experimental results of almost all types of quantum algorithms already implemented on realistic quantum computers, including quantum supremacy algorithms (beyond the capability of classical algorithms), quantum machine learning models, quantum approximate optimization algorithms, and variational quantum eigensolvers with up to 21 quantum bits.",,Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security,,,2277–2291,Association for Computing Machinery,"differential privacy verification, quantum algorithm, quantum machine learning, quantum noise, violation detection",CCS '23,"Copenhagen, Denmark",15,"New York, NY, USA",9798400700507,,,,
10.1145/3760023.3760057,inproceedings,"Su, Jiangyan and Li, Wenqing",Research on Classroom Teaching Quality Assessment Based on AGA—BP Algorithm,2025,10.1145/3760023.3760057,https://doi.org/10.1145/3760023.3760057,"Educational informatization has revolutionized classroom teaching quality assessment (CTQA) into an essential tool in order to develop the educational process. The conventional methods for assessment are always driven by the human factor and have the disadvantage of reflecting teaching quality inaccurately. Thus, the current research suggests a hybrid algorithm, AGA-BP, which is the combination of Adaptive Genetic Algorithm (AGA) and Back propagation (BP) neural networks that can be used in the optimization of classroom teaching quality assessment. The use of AGA for the optimization of the network weights, together with BP neural networks, the algorithm accelerates the convergence speed to the optimal solution and reduces the effect of the local optima, thus improving the accuracy of the model's prediction. Experiments done on the network under several datasets indicate that in comparison with BP neural networks, the AGA-BP algorithm is more competent and is efficient in the quality of the assessment of teachers. This approach offers an additional angle and technical support for the educational quality assessment.",,Proceedings of the 2025 International Conference on Management Science and Computer Engineering,,,206–213,Association for Computing Machinery,"AGA—BP Algorithm, Adaptive Genetic Algorithm, Back propagation Neural Networks, Classroom Teaching, Teaching Quality Assessment",MSCE '25,,8,"New York, NY, USA",9798400715969,,,,
10.1145/3624062.3624222,inproceedings,"Hua, Fei and Wang, Meng and Li, Gushu and Peng, Bo and Liu, Chenxu and Zheng, Muqing and Stein, Samuel and Ding, Yufei and Zhang, Eddy Z. and Humble, Travis and Li, Ang",QASMTrans: A QASM Quantum Transpiler Framework for NISQ Devices,2023,10.1145/3624062.3624222,https://doi.org/10.1145/3624062.3624222,"The success of a quantum algorithm hinges on the ability to orchestrate a successful application induction. Detrimental overheads in mapping general quantum circuits to physically implementable routines can be the deciding factor between a successful and erroneous circuit induction. In QASMTrans, we focus on the problem of rapid circuit transpilation. Transpilation plays a crucial role in converting high-level, machine-agnostic circuits into machine-specific circuits constrained by physical topology and supported gate sets. The efficiency of transpilation continues to be a substantial bottleneck, especially when dealing with larger circuits requiring high degrees of inter-qubit interaction. QASMTrans is a high-performance C++ quantum transpiler framework that demonstrates 3-1111 \texttimes{} speedups compared to the commonly used Qiskit transpiler. We observe speedups on large dense circuits such as ‘uccsd_n24’ which require gates. QASMTrans successfully transpiles the aforementioned circuits in 7.9s, whilst Qiskit needs 502 seconds with optimization 1 and exceeds an hour of transpilation time with optimization 3. With QASMTrans providing transpiled circuits in a fraction of the time of prior transpilers, potential design space exploration, and heuristic-based transpiler design becomes substantially more tractable. QASMTrans is released at http://github.com/pnnl/qasmtrans.",,"Proceedings of the SC '23 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis",,,1468–1477,Association for Computing Machinery,"Compiler, IO, Optimizaton, QASMTrans",SC-W '23,"Denver, CO, USA",10,"New York, NY, USA",9798400707858,,,,
10.1613/jair.1.17138,article,"Zhang, Guofu and Su, Zhaopin and Song, Xiaoxiao and Gao, Zixuan and Li, Miqing and Yao, Xin",Solving Overlapping Coalition Structure Generation in Task-Based Settings,2025,10.1613/jair.1.17138,https://doi.org/10.1613/jair.1.17138,"The overlapping coalition structure generation problem (OCSGP) is a challenging computational problem in multi-agent systems. It focuses on selecting possibly overlapping coalitions from a set of agents to maximize the social welfare of all coalitions while containing all agents. However, in practical applications, coalitions may be formed to selectively respond to tasks from a pool of potential tasks assigned to agents. Consequently, this study considers OCSGP in a task-based setting, where each agent has finite resources and can only respond to tasks of interest, and each coalition can only take on mutually disjoint subsets of tasks. Specifically, we first present a model of the task-based OCSGP and investigate its computational complexity. Our theoretical results demonstrate that this specific OCSGP remains intractable even under restrictive assumptions. Subsequently, we develop a generic evolutionary algorithm framework (EAF) to find an approximately optimal overlapping coalition structure (OCS) in time quartic polynomial in the size of the instance. Particularly, we devise a specific solution-repair based heuristic of cubic time complexity to generate a feasible OCS. Finally, we compare the proposed EAF with a task-oriented heuristic and a hybrid algorithm for OCSGP, and examine its applicability in the pursuit-evasion problem. The experimental results reveal that the proposed EAF exhibits superior performance in finding feasible OCSs and demonstrates flexible adaptability to problem size and resource status.",J. Artif. Int. Res.,,82,,,AI Access Foundation,,,,42,"El Segundo, CA, USA",,,June,Jun 2025,1076-9757
10.1145/3337792,article,"Davis, Timothy A. and Hager, William W. and Kolodziej, Scott P. and Yeralan, S. Nuri","Algorithm 1003: Mongoose, a Graph Coarsening and Partitioning Library",2020,10.1145/3337792,https://doi.org/10.1145/3337792,"Partitioning graphs is a common and useful operation in many areas, from parallel computing to VLSI design to sparse matrix algorithms. In this article, we introduce Mongoose, a multilevel hybrid graph partitioning algorithm and library. Building on previous work in multilevel partitioning frameworks and combinatoric approaches, we introduce novel stall-reducing and stall-free coarsening strategies, as well as an efficient hybrid algorithm leveraging (1) traditional combinatoric methods and (2) continuous quadratic programming formulations. We demonstrate how this new hybrid algorithm outperforms either strategy in isolation, and we also compare Mongoose to METIS and demonstrate its effectiveness on large and social networking (power law) graphs.",ACM Trans. Math. Softw.,,46,1,,Association for Computing Machinery,"Graph partitioning, graph coarsening, vertex matching",,,18,"New York, NY, USA",,7,March,March 2020,0098-3500
10.1145/3671127.3699675,inproceedings,"Chiu, Vincent W.L. and Lam, Ray W.H. and Yu, Safiya W.K. and Lo, Charlie C.H. and Tiu, Gary Y.H. and Ip, Jenny T.Y. and Fung, Samson C.K.",Scalable application of streaming analytics for chiller plant optimisation,2024,10.1145/3671127.3699675,https://doi.org/10.1145/3671127.3699675,"This study presents the development of a scalable system named 'ChillStream', that utilizes streaming analytics for chiller plant energy optimization. Traditionally, most chiller plants have relied on rule-based control strategies. With the advent of high-efficiency chillers, there is an opportunity to leverage intelligent control strategies based on the varying Coefficient of Performance (COP) under different part-load and weather conditions. The objective of this study is to implement an Artificial Intelligence (AI)-based system that optimizes the performance of chiller plants. To achieve this, a remote connection was established between a Regional Digitalization Control Centre (RDCC) and the Building Management System (BMS) of target sites to enable real-time bidirectional communication of operational data. The core chiller plant optimization algorithm was developed using Python, a widely-used open platform language, following an object-oriented approach.The algorithm utilized a combination of Artificial Neural Networks (ANNs) and a hybrid algorithm that combines Genetic Algorithm (GA) and Particle Swarm Optimization (PSO) to search for optimized setpoints, including chilled water supply temperature, operating sequence, and chiller count. The developed control strategy was implemented in a chiller plant with a cooling capacity of 7,200 kW in a clinical laboratory building in Hong Kong. When compared to the conventional BMS rule-based control, the system achieved an approximate 8% reduction in energy consumption during the autumn/winter seasons. This scalable optimization strategy allows for real-time optimization in multiple buildings simultaneously, which can be easily replicated and adjusted for various chiller plant configurations and operating conditions.",,"Proceedings of the 11th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation",,,355–362,Association for Computing Machinery,"Artificial Intelligence, Streaming analytics, chiller plant optimisation, remote real-time bidirectional communication, scalable optimisation strategy",BuildSys '24,"Hangzhou, China",8,"New York, NY, USA",9798400707063,,,,
10.1145/3489517.3530483,inproceedings,"Tseng, Wei-Hsiang and Chang, Yao-Wen",A bridge-based algorithm for simultaneous primal and dual defects compression on topologically quantum-error-corrected circuits,2022,10.1145/3489517.3530483,https://doi.org/10.1145/3489517.3530483,"Topological quantum error correction (TQEC) using the surface code is among the most promising techniques for fault-tolerant quantum circuits. The required resource of a TQEC circuit can be modeled as a space-time volume of a three-dimensional diagram by describing the defect movement along the time axis. For large-scale complex problems, it is crucial to minimize the space-time volume for a quantum algorithm with a reasonable physical qubit number and computation time. Previous work proposed an automated tool to perform bridge compression on a large-scale TQEC circuit. However, the existing automated bridging compression is only for dual defects and not for primal defects. This paper presents an algorithm to perform bridge compression on primal and dual defects simultaneously. In addition, the automatic compression algorithm performs initialization/measurement simplification and flipping to improve the compression. Compared with the state-of-the-art work, experimental results show that our proposed algorithm can averagely reduce space-time volumes by 47%.",,Proceedings of the 59th ACM/IEEE Design Automation Conference,,,535–540,Association for Computing Machinery,,DAC '22,"San Francisco, California",6,"New York, NY, USA",9781450391429,,,,
10.1145/3605573.3605631,inproceedings,"Jiao, Chenyang and Zhang, Weihua and Shen, Li",Communication Optimizations for State-vector Quantum Simulator on CPU+GPU Clusters,2023,10.1145/3605573.3605631,https://doi.org/10.1145/3605573.3605631,"Simulating the behavior of quantum circuits on classical computers are one of the widely used approaches for current quantum computing device and quantum algorithm research. State-vector simulators keep all the quantum states in main memory, thus consuming a large amount of memory and resulting in great memory access and communication overhead far longer than calculation time. Many classical simulators, such as QuEST, are designed by serial execution of quantum gates without using the data locality, and all amplitudes need to be exchanged. Such a gate-unaware full data communication scheme forces powerful computation such as GPUs to spend a lot of time on waiting for data transmission. In this paper, we propose a gate-aware on-demand communication quantum simulation framework to optimize communication overhead. A quantum circuit partition method through gate fusion is first proposed to avoid unnecessary communications. Moreover, a on-demand data communication scheme is proposed to optimize data transfer among computation nodes. Based on these designs, a prototype has been implemented on QuEST. We evaluated on an 8-node cluster with four NVIDIA Tesla V100 GPUs on each node and our designs can achieve 3.0x-15.6x speedup compared to QuEST for 32-34-qubit quantum systems. Moverover, it can scale to simulate 37-qubit quantum system instead of 34-qubit quantum system for QuEST.",,Proceedings of the 52nd International Conference on Parallel Processing,,,203–212,Association for Computing Machinery,"On-demand Data Communication, Quantum Circuit Partition, Quantum Circuit Simulation, State-vector simulators",ICPP '23,"Salt Lake City, UT, USA",10,"New York, NY, USA",9798400708435,,,,
10.1145/3588579,article,"Chakrabarti, Shouvanik and Childs, Andrew M. and Hung, Shih-Han and Li, Tongyang and Wang, Chunhao and Wu, Xiaodi",Quantum Algorithm&nbsp;for Estimating Volumes of Convex Bodies,2023,10.1145/3588579,https://doi.org/10.1145/3588579,"Estimating the volume of a convex body is a central problem in convex geometry and can be viewed as a continuous version of counting. We present a quantum algorithm that estimates the volume of an n-dimensional convex body within multiplicative error ε using \~{O}(n3 + n2.5/ε) queries to a membership oracle and \~{O}(n5+n4.5/ε) additional arithmetic operations. For comparison, the best known classical algorithm uses \~{O}(n3.5+n3/ε2) queries and \~{O}(n5.5+n5/ε2) additional arithmetic operations. To the best of our knowledge, this is the first quantum speedup for volume estimation. Our algorithm is based on a refined framework for speeding up simulated annealing algorithms that might be of independent interest. This framework applies in the setting of “Chebyshev cooling,” where the solution is expressed as a telescoping product of ratios, each having bounded variance. We develop several novel techniques when implementing our framework, including a theory of continuous-space quantum walks with rigorous bounds on discretization error. To complement our quantum algorithms, we also prove that volume estimation requires Ω (√ n+1/ε) quantum membership queries, which rules out the possibility of exponential quantum speedup in n and shows optimality of our algorithm in 1/ε up to poly-logarithmic factors.",ACM Transactions on Quantum Computing,,4,3,,Association for Computing Machinery,"Volume estimation, quantum algorithms, quantum query complexity, simulated annealing, Markov chain Monte Carlo methods",,,60,"New York, NY, USA",,20,May,September 2023,
10.1145/3462670,article,"Mccaskey, Alexander and Nguyen, Thien and Santana, Anthony and Claudino, Daniel and Kharazi, Tyler and Finkel, Hal",Extending C++ for Heterogeneous Quantum-Classical Computing,2021,10.1145/3462670,https://doi.org/10.1145/3462670,"We present qcor—a language extension to C++ and compiler implementation that enables heterogeneous quantum-classical programming, compilation, and execution in a single-source context. Our work provides a first-of-its-kind C++ compiler enabling high-level quantum kernel (function) expression in a quantum-language agnostic manner, as well as a hardware-agnostic, retargetable compiler workflow targeting a number of physical and virtual quantum computing backends. qcor leverages novel Clang plugin interfaces and builds upon the XACC system-level quantum programming framework to provide a state-of-the-art integration mechanism for quantum-classical compilation that leverages the best from the community at-large. qcor translates quantum kernels ultimately to the XACC intermediate representation, and provides user-extensible hooks for quantum compilation routines like circuit optimization, analysis, and placement. This work details the overall architecture and compiler workflow for qcor, and provides a number of illuminating programming examples demonstrating its utility for near-term variational tasks, quantum algorithm expression, and feed-forward error correction schemes.",ACM Transactions on Quantum Computing,,2,2,,Association for Computing Machinery,"Quantum computing, compilers, domain specific languages, quantum programming",,,36,"New York, NY, USA",,6,July,June 2021,
10.1145/3583133.3596401,inproceedings,"Pluhacek, Michal and Kazikova, Anezka and Kadavy, Tomas and Viktorin, Adam and Senkerik, Roman",Leveraging Large Language Models for the Generation of Novel Metaheuristic Optimization Algorithms,2023,10.1145/3583133.3596401,https://doi.org/10.1145/3583133.3596401,"In this paper, we investigate the potential of using Large Language Models (LLMs) such as GPT-4 to generate novel hybrid swarm intelligence optimization algorithms. We use the LLM to identify and decompose six well-performing swarm algorithms for continuous optimization: Particle Swarm Optimization (PSO), Cuckoo Search (CS), Artificial Bee Colony (ABC), Grey Wolf Optimizer (GWO), Self-Organizing Migrating Algorithm (SOMA), and Whale Optimization Algorithm (WOA). We leverage GPT-4 to propose a hybrid algorithm that combines the strengths of these techniques for two distinct use-case scenarios. Our focus is on the process itself and various challenges that emerge during the use of GPT-4 to fulfill a series of set tasks. Furthermore, we discuss the potential impact of LLM-generated algorithms in the metaheuristics domain and explore future research directions.",,Proceedings of the Companion Conference on Genetic and Evolutionary Computation,,,1812–1820,Association for Computing Machinery,"large language models, metaheuristic optimization, swarm algorithms, algorithm generation, decomposition and construction, GPT-4",GECCO '23 Companion,"Lisbon, Portugal",9,"New York, NY, USA",9798400701207,,,,
3174304.3175346,inproceedings,"Boroujeni, Mahdi and Ehsani, Soheil and Ghodsi, Mohammad and HajiAghayi, MohammadTaghi and Seddighin, Saeed",Approximating edit distance in truly subquadratic time: quantum and mapreduce,2018,,,"The edit distance between two strings is defined as the smallest number of insertions, deletions, and substitutions that need to be made to transform one of the strings to another one. Approximating edit distance in subquadratic time is ""one of the biggest unsolved problems in the field of combinatorial pattern matching"" [21]. Our main result is a quantum constant approximation algorithm for computing the edit distance in truly subquadratic time. More precisely, we give an O(n1.858) quantum algorithm that approximates the edit distance within a factor of 7. We further extend this result to an O(n1.781) quantum algorithm that approximates the edit distance within a larger constant factor.Our solutions are based on a framework for approximating edit distance in parallel settings. This framework requires as black box an algorithm that computes the distances of several smaller strings all at once. For a quantum algorithm, we reduce the black box to metric estimation and provide efficient algorithms for approximating it. We further show that this framework enables us to approximate edit distance in distributed settings. To this end, we provide a MapReduce algorithm to approximate edit distance within a factor of 3, with sublinearly many machines and sublinear memory. Also, our algorithm runs in a logarithmic number of rounds.",,Proceedings of the Twenty-Ninth Annual ACM-SIAM Symposium on Discrete Algorithms,,,1170–1189,Society for Industrial and Applied Mathematics,,SODA '18,"New Orleans, Louisiana",20,USA,9781611975031,,,,
10.1145/3549036.3562057,inproceedings,"Khan, Arif Ali and Fahmideh, Mahdi and Ahmad, Aakash and Waseem, Muhammad and Niazi, Mahmood and Lahtinen, Valtteri and Mikkonen, Tommi",Embracing iterations in Quantum software: a vision,2022,10.1145/3549036.3562057,https://doi.org/10.1145/3549036.3562057,"In today’s software engineering, iterations, affordable en masse, form an important part of just about any system. However, not all computing resources are cheap to consume. In High-Performance (HPC) and Quantum Computing (QC), executions can consume considerable amounts of energy and time, which is reserved and used even if the very first steps in the process fail. This means that developers must assume a different attitude towards programming, and aim at error-free software before its execution. This is commonly facilitated using simulators, which are commonplace for both HPC and QC. However the fashion developers advance from one tool to another is ad-hoc, with no established software engineering guidelines, and the final step from simulators to HPC/QC is still a leap of faith, comparable to releasing software. In this paper, we propose a vision where developers can iterate in an agile fashion when developing quantum software. The iterations are defined such that when the solution is still vague in the beginning, computations are interactive and provide instant feedback, thus supporting conceptualization of the software and experimenting with new ideas. When the solution becomes more precise, more expensive computations such as quantum algorithm and hyperparameter optimization are executed in batches.",,Proceedings of the 1st International Workshop on Quantum Programming for Software Engineering,,,11–14,Association for Computing Machinery,"Quantum Computing, Quantum IDE, Quantum software engineering",QP4SE 2022,"Singapore, Singapore",4,"New York, NY, USA",9781450394581,,,,
10.1145/3653644.3665201,inproceedings,"Liu, Hua and Liu, Xuehao and Zhang, Jing and Huang, Lingli",An Overview Study of Automated Inland Waterway Topographic ContourMapping,2024,10.1145/3653644.3665201,https://doi.org/10.1145/3653644.3665201,"Abstract—With the continuous optimization of methods for acquiring high-resolution and high-precision elevation data, the efficiency of traditional manual contouring plotting has become increasingly difficult to satisfy the rapid growth of practical demands. Automatic contouring technology, leveraging its ability to automatically generate contour lines from discrete point elevation data, has significantly reduced labor and resource costs while ensuring consistent results. This has led to its widespread application in terrain analysis. The capability of current general algorithms and software to capture subtle geomorphological features when dealing with the complexity of inland water terrains remains limited. This paper reviews some of the mainstream algorithms in automatic contouring, including interpolation methods based on regular grids and irregular triangular meshes, as well as line-tracing methods. Additionally, it elucidates several major automatic contouring software systems, such as the EPS software system developed by Tsinghua Shanwei Company and the ArcGIS platform, and emphasizes the application prospects of hybrid programming techniques combining VC++ and MATLAB in this field. Future research should focus on developing specialized contouring algorithms tailored for the unique geomorphology of inland water areas, designing integrated and efficient hybrid algorithm systems, and developing professional integrated software. Automation technologies should be incorporated throughout the entire mapping workflow to further enhance the accuracy and applicability of inland water contouring.",,Proceedings of the 2024 3rd International Conference on Frontiers of Artificial Intelligence and Machine Learning,,,93–97,Association for Computing Machinery,"Automatic contour mapping, Inland water topography, Interpolation algorithms",FAIML '24,"Yichang, China",5,"New York, NY, USA",9798400709777,,,,
10.1145/3458817.3476169,inproceedings,"Li, Ang and Fang, Bo and Granade, Christopher and Prawiroatmodjo, Guen and Heim, Bettina and Roetteler, Martin and Krishnamoorthy, Sriram",SV-sim: scalable PGAS-based state vector simulation of quantum circuits,2021,10.1145/3458817.3476169,https://doi.org/10.1145/3458817.3476169,"High-performance quantum circuit simulation in a classic HPC is still imperative in the NISQ era. Observing that the major obstacle of scalable state-vector quantum simulation arises from the massively fine-grained irregular data-exchange with remote nodes, in this paper we present SV-Sim to apply the PGAS-based communication models (i.e., direct peer access for intra-node CPUs/GPUs and SHMEM for inter-node CPU/GPU clusters) for efficient generalpurpose quantum circuit simulation. Through an orchestrated design based on device functional pointer, SV-Sim is able to abstract various quantum gates across multiple heterogeneous backends, including IBM/Intel/AMD CPUs, NVIDIA/AMD GPUs, and Intel Xeon Phi, in a unified framework, but still asserting outstanding performance and tractable interface to higher-level quantum programming environments, such as IBM Qiskit, Microsoft Q# and Google Cirq. Circumventing the obstacle from the lack of polymorphism in GPUs and leveraging the device-initiated one-sided communication, SV-Sim can process circuit that are dynamically generated in Python using a single GPU/CPU kernel without the need of expensive JIT or runtime parsing, significantly simplifying the programming complexity and improving performance for QC simulation. This is especially appealing for the variational quantum algorithms given the circuits are synthesized online per iteration. Evaluations on the latest NVIDIA DGX-A100, V100-DGX-2, ALCF Theta, OLCF Spock, and OLCF Summit HPCs show that SV-Sim can deliver scalable performance on various state-of-the-art HPC platforms, offering a useful tool for quantum algorithm validation and verification. SV-Sim has been released at http://github.com/pnnl/sv-sim. A version specially tweaked for Q#/QDK is also provided.",,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",,,,Association for Computing Machinery,"GPU, NVSHMEM, OpenSHMEM, quantum simulation",SC '21,"St. Louis, Missouri",14,"New York, NY, USA",9781450384421,97,,,
10.1145/3583131.3590396,inproceedings,"Ram\'{\i}rez S\'{a}nchez, Jairo Enrique and Chac\'{o}n Sartori, Camilo and Blum, Christian",Q-Learning Ant Colony Optimization supported by Deep Learning for Target Set Selection,2023,10.1145/3583131.3590396,https://doi.org/10.1145/3583131.3590396,"The use of machine learning techniques within metaheuristics is a rapidly growing field of research. In this paper, we show how a deep learning framework can be beneficially used to improve an ant colony optimization algorithm. In particular, problem information obtained via deep learning is combined in our algorithm by means of Q-learning with the usual pheromone and greedy information. Our algorithm is applied to the Target Set Selection (TSS) problem, which is an NP-hard combinatorial optimization problem with applications, for example, in social networks. The specific problem variant considered in this paper asks for finding a smallest subset of the nodes of a given graph such that their influence can be spread to all other nodes of the graph via a diffusion process. The experimental results show, first, that the pure ant colony optimization approach can already compete with the state of the art. Second, the obtained results indicate that the hybrid algorithm variant outperforms the pure ant colony optimization approach especially in the context of large problem instances.",,Proceedings of the Genetic and Evolutionary Computation Conference,,,357–366,Association for Computing Machinery,"ant colony optimization, deep learning, target set selection, social networks",GECCO '23,"Lisbon, Portugal",10,"New York, NY, USA",9798400701191,,,,
10.1145/3631085.3631331,inproceedings,"Vieira, Marco Ant\^{o}nio Athayde De Aguiar and Tavares, Anderson Rocha and Ribas, Renato Perez",Hybrid Minimax-MCTS and Difficulty Adjustment for General Game Playing,2024,10.1145/3631085.3631331,https://doi.org/10.1145/3631085.3631331,"Board games are a great source of entertainment for all ages, as they create a competitive and engaging environment, as well as stimulating learning and strategic thinking. It is common for digital versions of board games, as any other type of digital games, to offer the option to select the difficulty of the game. This is usually done by customizing the search parameters of the AI algorithm. However, this approach cannot be extended to General Game Playing agents, as different games might require different parametrization for each difficulty level. In this paper, we present a general approach to implement an artificial intelligence opponent with difficulty levels for zero-sum games, together with a propose of a Minimax-MCTS hybrid algorithm, which combines the minimax search process with GGP aspects of MCTS. This approach was tested in our mobile application LoBoGames, an extensible board games platform, that is intended to have an broad catalog of games, with an emphasis on accessibility: the platform is friendly to visually-impaired users, and is compatible with more than 92% of Android devices. The tests in this work indicate that both the hybrid Minimax-MCTS and the new difficulty adjustment system are promising GGP approaches that could be expanded in future work.",,Proceedings of the 22nd Brazilian Symposium on Games and Digital Entertainment,,,20–27,Association for Computing Machinery,"Board games, Difficulty adjustment, General game playing",SBGames '23,"Rio Grande (RS), Brazil",8,"New York, NY, USA",9798400716270,,,,
3433701.3433719,inproceedings,"Pang, Yuchen and Hao, Tianyi and Dugad, Annika and Zhou, Yiqing and Solomonik, Edgar",Efficient 2D tensor network simulation of quantum systems,2020,,,"Simulation of quantum systems is challenging due to the exponential size of the state space. Tensor networks provide a systematically improvable approximation for quantum states. 2D tensor networks such as Projected Entangled Pair States (PEPS) are well-suited for key classes of physical systems and quantum circuits. However, direct contraction of PEPS networks has exponential cost, while approximate algorithms require computations with large tensors. We propose new scalable algorithms and software abstractions for PEPS-based methods, accelerating the bottleneck operation of contraction and refactorization of a tensor subnetwork. We employ randomized SVD with an implicit matrix to reduce cost and memory footprint asymptotically. Further, we develop a distributed-memory PEPS library and study accuracy and efficiency of alternative algorithms for PEPS contraction and evolution on the Stampede2 supercomputer. We also simulate a popular near-term quantum algorithm, the Variational Quantum Eigensolver (VQE), and benchmark Imaginary Time Evolution (ITE), which compute ground states of Hamiltonians.",,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",,,,IEEE Press,"quantum mechanics, quantum computing, parallel algorithms, numerical simulation",SC '20,"Atlanta, Georgia",14,,9781728199986,14,,,
10.1109/ICSE55347.2025.00149,inproceedings,"Zhu, Shihao and Guo, Yuqi and Cai, Yan and Liang, Bin and Zhang, Long and Chen, Rui and Yu, Tingting",Reduce Dependence for Sound Concurrency Bug Prediction,2025,10.1109/ICSE55347.2025.00149,https://doi.org/10.1109/ICSE55347.2025.00149,"Recently, dynamic concurrency bug predictions have kept making notable progress in improving concurrency coverage while ensuring soundness. Most of them rely solely on dynamic information in traces and overlook the static semantics of the program when predicting bugs. To ensure soundness, they assume that any (memory) read can fully affect subsequent program execution via control-flow and data-flow. However, the assumption over-approximates constraints among (memory) writes and reads and hence limits reordering space over thread interleaving, ultimately leading to false negatives. From program semantics, only a subset of reads actually affect their subsequent executions. Therefore, by refining dependencies between reads and subsequent executions based on static program semantics, one can refine the assumption and eliminate unnecessary constraints. This can bring a chance to explore more thread interleaving space and uncover more concurrency bugs. However, refining dependencies can compromise soundness and bring heavy overhead.To tackle these challenges, this paper introduces the concept of Necessary Consistent Read Event (NRE) and a hybrid analysis algorithm. NRE refines dependencies between reads and their subsequent events and is used to identify necessary constraints where a read probably affects the execution of its subsequent events. Next, we design an efficient and accurate hybrid analysis algorithm to calculate NREs for each event in the trace. The hybrid analysis algorithm maps events to program SSA instructions and simulates executions based on the original trace. NRE and the algorithm can enhance the capabilities of existing concurrency bug prediction methods at a low cost, regardless of the type of concurrency bug they target. In this paper, we focused on data race and developed NRE and the algorithm as a prototype tool ReconP. We conducted a set of comparative experiments on MySQL with M2 and SeqCheck. The results show that ReconP can detect 46.9% and 22.4% more data races than M2 and SeqCheck, respectively. And the hybrid algorithm only accounts for 34% of the total time cost.",,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,,,242–254,IEEE Press,"concurrency bug, prediction, sound, dependence",ICSE '25,"Ottawa, Ontario, Canada",13,,9798331505691,,,,
